key_titulo	titulo_en	key_descripcion	descripcion_en
Shubin_Industrial_ShipMining_Stanton_H_PrimarySecondary_Title_001	Lrg. Purchase Order: Ship Mined Ore	Shubin_Industrial_ShipMining_Stanton_H_PrimarySecondary_Desc_001	POSTING: Purchase Order\nLOCATION: <EM4>~mission(System) </EM4>\n\nTERMS*: \nShubin Interstellar is currently looking to fulfil another purchase order for a variety of refined materials. We appreciate your help in this matter.\n\n~mission(Hint_Location) \n\nReminder, all the <EM4>materials must be refined before delivery</EM4>, and since this is a purchase order and not a mining contract, you are expected to provide your own equipment, such as a <EM4>~mission(Hint_Tool)</EM4>.\n\nOnce you’re ready to sell us the required refined materials, deposit them in the freight elevator located at <EM4>~mission(Destination|Address)</EM4>.\n\n*By accepting this contract you are assuming any and all risks associated with the work outlined herein and in no way can Shubin Interstellar be held accountable for any damages accrued during the duration of the contract.
Shubin_Industrial_ShipMining_Stanton_H_Secondary_Interstellar_Title_001	Lrg. Purchase Order: Ship Mined Ore	Shubin_Industrial_ShipMining_Stanton_H_Secondary_Interstellar_Desc_001	POSTING: Purchase Order\nLOCATION: <EM4>~mission(System) </EM4>\n\nTERMS*: \nShubin Interstellar is currently looking to fulfil another purchase order for a variety of refined materials. We appreciate your help in this matter.\n\n~mission(Hint_Location) Many of these ores are extremely rare and difficult to find, detectable only when a rock has been cracked open.\n\nReminder, all the <EM4>materials must be refined before delivery</EM4>, and since this is a purchase order and not a mining contract, you are expected to provide your own equipment, such as a <EM4>~mission(Hint_Tool)</EM4>.\n\nOnce you’re ready to sell us the required refined materials, deposit them in the freight elevator located at <EM4>~mission(Destination|Address)</EM4>.\n\n*By accepting this contract you are assuming any and all risks associated with the work outlined herein and in no way can Shubin Interstellar be held accountable for any damages accrued during the duration of the contract.
Shubin_Industrial_ShipMining_Stanton_H_Secondary_Title_001	Lrg. Purchase Order: Ship Mined Ore	Shubin_Industrial_ShipMining_Stanton_H_Secondary_Desc_001	POSTING: Purchase Order\nLOCATION: <EM4>~mission(System) </EM4>\n\nTERMS*: \nShubin Interstellar is currently looking to fulfil another purchase order for a variety of refined materials. We appreciate your help in this matter.\n\n~mission(Hint_Location) \n\nReminder, all the <EM4>materials must be refined before delivery</EM4>, and since this is a purchase order and not a mining contract, you are expected to provide your own equipment, such as a <EM4>~mission(Hint_Tool)</EM4>.\n\nOnce you’re ready to sell us the required refined materials, deposit them in the freight elevator located at <EM4>~mission(Destination|Address)</EM4>.\n\n*By accepting this contract you are assuming any and all risks associated with the work outlined herein and in no way can Shubin Interstellar be held accountable for any damages accrued during the duration of the contract.
Shubin_Industrial_ShipMining_Stanton_M_Solar_Title_001	Med. Purchase Order: Ship Mined Ore	Shubin_Industrial_ShipMining_Stanton_M_Solar_Desc_001	POSTING: Purchase Order\nLOCATION: <EM4>~mission(System) </EM4>\n\nTERMS*: \nShubin Interstellar is currently looking to fulfil another purchase order for a variety of refined materials. We appreciate your help in this matter.\n\n~mission(Hint_Location) For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal.\n\nSince this is a purchase order and not a mining contract, you are expected to provide your own equipment, such as a <EM4>~mission(Hint_Tool)</EM4>.\n\nPlease note that in an effort to expedite future use of these materials, <EM4>they must be refined before delivery</EM4>. This can be done at any refinery, the locations of which can be found in your Starmap.\n\nOnce you’re ready to sell us the required refined materials, deposit them in the freight elevator located at <EM4>~mission(Destination|Address)</EM4>.\n\n*By accepting this contract you are assuming any and all risks associated with the work outlined herein and in no way can Shubin Interstellar be held accountable for any damages accrued during the duration of the contract.
Shubin_Industrial_ShipMining_Stanton_S_Secondary_Title_001	Mjr. Purchase Order: Ship Mined Ore	Shubin_Industrial_ShipMining_Stanton_S_Secondary_Desc_001	POSTING: Purchase Order\nLOCATION: <EM4>~mission(System) </EM4>\n\nTERMS*: \nShubin Interstellar is currently looking to fulfil another purchase order for a variety of refined materials. We appreciate your help in this matter.\n\n~mission(Hint_Location) Many of these ores are extremely rare and difficult to find, detectable only when a rock has been cracked open.\n\nReminder, all the <EM4>materials must be refined before delivery</EM4>, and since this is a purchase order and not a mining contract, you are expected to provide your own equipment, such as a <EM4>~mission(Hint_Tool)</EM4>.\n\nOnce you’re ready to sell us the required refined materials, deposit them in the freight elevator located at <EM4>~mission(Destination|Address)</EM4>.\n\n*By accepting this contract you are assuming any and all risks associated with the work outlined herein and in no way can Shubin Interstellar be held accountable for any damages accrued during the duration of the contract.
Shubin_Industrial_ShipMining_Stanton_VE_Local_Title_001	XS Purchase Order: Ship Mined Ore	Shubin_Industrial_ShipMining_Stanton_VE_Local_Desc_001	
Shubin_Industrial_ShipMining_Stanton_VH_Interstellar_Title_001	XL Purchase Order: Ship Mined Ore	Shubin_Industrial_ShipMining_Stanton_VH_Interstellar_Desc_001	POSTING: Purchase Order\nLOCATION: <EM4>~mission(System) </EM4>\n\nTERMS*: \nShubin Interstellar is currently looking to fulfil another purchase order for a variety of refined materials. We appreciate your help in this matter.\n\n~mission(Hint_Location)\n\nReminder, all the <EM4>materials must be refined before delivery</EM4>, and since this is a purchase order and not a mining contract, you are expected to provide your own equipment, such as a <EM4>~mission(Hint_Tool)</EM4>.\n\nOnce you’re ready to sell us the required refined materials, deposit them in the freight elevator located at <EM4>~mission(Destination|Address)</EM4>.\n\n*By accepting this contract you are assuming any and all risks associated with the work outlined herein and in no way can Shubin Interstellar be held accountable for any damages accrued during the duration of the contract.
Shubin_Industrial_ShipMining_Stanton_VH_Secondary_Interstellar_Title_001	XL Purchase Order: Ship Mined Ore	Shubin_Industrial_ShipMining_Stanton_VH_Secondary_Interstellar_Desc_001	POSTING: Purchase Order\nLOCATION: <EM4>~mission(System) </EM4>\n\nTERMS*: \nShubin Interstellar is currently looking to fulfil another purchase order for a variety of refined materials. We appreciate your help in this matter.\n\n~mission(Hint_Location) Many of these ores are extremely rare and difficult to find, detectable only when a rock has been cracked open.\n\nReminder, all the <EM4>materials must be refined before delivery</EM4>, and since this is a purchase order and not a mining contract, you are expected to provide your own equipment, such as a <EM4>~mission(Hint_Tool)</EM4>.\n\nOnce you’re ready to sell us the required refined materials, deposit them in the freight elevator located at <EM4>~mission(Destination|Address)</EM4>.\n\n*By accepting this contract you are assuming any and all risks associated with the work outlined herein and in no way can Shubin Interstellar be held accountable for any damages accrued during the duration of the contract.
Shubin_Industrial_ShipMining_Stanton_VH_Secondary_Title_001	XL Purchase Order: Ship Mined Ore	Shubin_Industrial_ShipMining_Stanton_VH_Secondary_Desc_001	POSTING: Purchase Order\nLOCATION: <EM4>~mission(System) </EM4>\n\nTERMS*: \nShubin Interstellar is currently looking to fulfil another purchase order for a variety of refined materials. We appreciate your help in this matter.\n\n~mission(Hint_Location) Many of these ores are extremely rare and difficult to find, detectable only when a rock has been cracked open.\n\nReminder, all the <EM4>materials must be refined before delivery</EM4>, and since this is a purchase order and not a mining contract, you are expected to provide your own equipment, such as a <EM4>~mission(Hint_Tool)</EM4>.\n\nOnce you’re ready to sell us the required refined materials, deposit them in the freight elevator located at <EM4>~mission(Destination|Address)</EM4>.\n\n*By accepting this contract you are assuming any and all risks associated with the work outlined herein and in no way can Shubin Interstellar be held accountable for any damages accrued during the duration of the contract.
Shubin_Industrial_ShipMining_VH_Org_Title_001	Special Purchase Order: Mined Materials	Shubin_Industrial_ShipMining_VH_Org_Desc_001	POSTING: Purchase Order\nLOCATION: <EM4>~mission(System) </EM4>\n\nTERMS*: \nShubin Interstellar is currently looking to fulfil another purchase order for a variety of refined materials. This purchase order is more complex than typical, requiring multiple mining methods, but since you've proven your skill thus far, we think you and your team are up for the challenge.\n\nReminder, <EM4>materials must be refined before delivery</EM4>, and since this is a purchase order and not a mining contract, you are expected to provide your own equipment, such as a <EM4>~mission(Hint_Tool)</EM4>.\n\nOnce you’re ready to sell us the required materials, deposit them in the freight elevator located at <EM4>~mission(Destination|Address)</EM4>.\n\n*By accepting this contract you are assuming any and all risks associated with the work outlined herein and in no way can Shubin Interstellar be held accountable for any damages accrued during the duration of the contract.
Shubin_Rockcracker_CollectLenses_Title_001	Supply Order: Sadaryx Focus Lenses	Shubin_Rockcracker_CollectLenses_Desc_001	
shubin_rockcracker_pvp_title_01	QV Breaker Station Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_02	QV Breaker Station BRK-320 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_03	QV Breaker Station BRK-546 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_04	QV Breaker Station BRK-127 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_05	QV Breaker Station BRK-425 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_06	QV Breaker Station BRK-608 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_07	QV Breaker Station BRK-267 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_08	QV Breaker Station BRK-235 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_09	QV Breaker Station BRK-304 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_10	QV Breaker Station BRK-521 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_11	QV Breaker Station BRK-985 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_12	QV Breaker Station BRK-542 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_13	QV Breaker Station BRK-184 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_14	QV Breaker Station BRK-970 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_15	QV Breaker Station BRK-879 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_16	QV Breaker Station BRK-563 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_17	QV Breaker Station BRK-782 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_18	QV Breaker Station BRK-711 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_19	QV Breaker Station BRK-284 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_20	QV Breaker Station BRK-437 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_21	QV Breaker Station BRK-630 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_22	QV Breaker Station BRK-892 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_23	QV Breaker Station BRK-597 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_24	QV Breaker Station BRK-110 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_25	QV Breaker Station BRK-913 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_26	QV Breaker Station BRK-864 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_27	QV Breaker Station BRK-529 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_28	QV Breaker Station BRK-709 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_29	QV Breaker Station BRK-766 Mining Rights (Shared)		
shubin_rockcracker_pvp_title_specific_30	QV Breaker Station BRK-223 Mining Rights (Shared)		
shubin_rockcracker_solo_title_01	QV Breaker Station Mining Rights (Exclusive)		
Tarpits_assassinate_dc_title_001	Scrap ~mission(TargetName)	Tarpits_assassinate_dc_desc_001	I ain’t got time to waste so I’ll get straight to the point - ~mission(TargetName) needs to be dead and I want you to do it. You can find them over near the ~mission(Location) at ~mission(Location|address). They won’t be alone, but don’t get distracted by those other useless piles. You only get paid for taking out ~mission(TargetName|Last).
Tarpits_destroyitem_dc_title_001	Demolition Mission	Tarpits_destroyitem_dc_desc_001	I’m looking to send a strong message to the crew over at ~mission(Location|Address) and know the perfect way to do it - property damage.\n\nAll you need to do is head on over, destroy a few things here and there, and really drive home an important lesson about respecting your betters. \n\nDo that for me and I’ll be feeling very happy. And generous.\n\nInterested?\n
Tarpits_theft_mines_dc_title_001	Dangerous Take	Tarpits_theft_mines_dc_desc_001	I was hopin’ you’d be interested in pulling a little job for us. Got some goods over at ~mission(Location|Address) that are just right for the taking. Only problem is – and it’s a big one – the bastards running the place have the whole area rigged with proximity mines. \n\nYou’ll need to find someway through, or if you can’t be bothered, someway to trigger the lot. Either way, just try not to blow yourself up. Then you just need to grab the stuff and take it over to ~mission(Destination|Address).\n\nIt won’t be easy to pull off, but if you do, I promise I’ll make it worth your while.\n
Test_Title_Revenge_01	Revenge 01 (WIP)	Test_Description	Mission description (WIP)
TheCollector_Conversion_Favors_Title	Turn Things to Favor		
TheCollector_Conversion_Favors_Title_1	Trade Merc Scrip for Favors?	TheCollector_Conversion_Favors_Desc_1	Wikelo has another way to get <EM4>favors</EM4> if you interested. \n\nYour Mercenary souli has <EM4>scrip</EM4> metal, used like favors, but made of very interesting metal that Wikelo need for new project.\n\nIf you bring scrips to <EM4>~mission(destination|ListAll)</EM4>, will trade for favor.\n\nBye.
TheCollector_Conversion_Favors_Title_2	Trade Council Scrip for Favors?	TheCollector_Conversion_Favors_Desc_2	If you want other way to get <EM4>favors</EM4> from Wikelo, have thing for you. Wikelo have need for <EM4>scrip</EM4> given out by Council group. Wikelo not part of thief souli, but has business from time to time.\n\nIf you bring scrips to <EM4>~mission(destination|ListAll)</EM4>, will trade for favor.\n\nBye.
TheCollector_Conversion_Favors_Title_3	Trade Worm Parts for Favors?	TheCollector_Conversion_Favors_Desc_3	Have new way to get <EM4>favors</EM4> from Wikelo. Hear much about worm things in radiation storms. Made up of many interesting parts that Wikelo find use for. \n\nIf you bring parts to <EM4>~mission(destination|ListAll)</EM4>, will trade for favor.\n\nBye.
TheCollector_Conversion_SpecialFavors_Title	Want Polaris? Need something special.		
TheCollector_Intro_Title	Wikelo Arrive to System		
TheCollector_Lunch_Title	Very Hungry		
TheCollector_Menu_Title_DesertArm	Look at desert but don't see you	TheCollector_Menu_Desc_DesertArm	You in hot desert doing things. Need to be sneaky. Don't want seen. Understand. Wikelo give you armor that make you sneaky in sand.\n\nBring things to <EM4>~mission(destination|ListAll)</EM4> and I will make. Easy.\n\nBye.
TheCollector_Menu_Title_DesertVolt	Make gun sandy	TheCollector_Menu_Desc_DesertVolt	Wikelo can make new VOLT gun look like sand mound. Very sneaky in desert. \n\nBring things to <EM4>~mission(destination|ListAll)</EM4> and Wikelo will do.\n\nBye.
TheCollector_Menu_Title_JungleArm	Want armor look like tree?	TheCollector_Menu_Desc_JungleArm	Hello. You walk in woods but not want people to know? Wikelo have armor for you. \n\nIf you bring to <EM4>~mission(destination|ListAll)</EM4>, you can get.\n\nInterest?
TheCollector_Menu_Title_JungleVolt	Zappy gun more woodlike	TheCollector_Menu_Desc_JungleVolt	Wikelo hearing about new type of energy weapon by VOLT souli. Hit very hard. If you want, Wikelo can make gun look even better. It found in storm, it shoot storm, but Wikelo make it look woodier. Drop in forest? It gone.\n\nBring things to <EM4>~mission(destination|ListAll)</EM4> and Wikelo will do.\n\nBye.
TheCollector_Menu_Title_NavyArm	Make space navy armor	TheCollector_Menu_Desc_NavyArm	Know you humans like your navy. Wikelo understand. Very big ships. Powerful too. Wikelo can give armor set that look like navy color. Very easy to make. \n\nSee what Wikelo need, get and bring to <EM4>~mission(destination|ListAll)</EM4> and it will be yours.\n\nWikelo
TheCollector_Menu_Title_NavyVolt	Volt gun more Navy-like	TheCollector_Menu_Desc_NavyVolt	Wikelo hearing about new energy weapon by VOLT souli. If you want, Wikelo can make gun look better. It found in storm, it shoot storm, but Wikelo make it better for people who like human navy.\n\nBring things to <EM4>~mission(destination|ListAll)</EM4> and Wikelo will do.\n\nBye.
TheCollector_Menu_Title_PolarisShip	Now make Polaris. Short Time Deal.	TheCollector_Menu_Desc_PolarisShip	Wikelo recently get many blueprints in trade with human who not very smart. Now can make very big ship. \n\nNot cheap and need many pieces but will make. If you want, go quick, this cost much to Wikelo so won't be able to do for long but I like new Human system so I want to thank you all for welcome.\n\nBring to <EM4>~mission(destination|ListAll)</EM4> if want.\n\nBye.
TheCollector_Recipes_Title_ApolloSkin	Red Fight Apollo	TheCollector_Recipes_Desc_ApolloSkin	Apollo very good ship. Would be much better if ship was red. Wikelo make all things possible. You trade for what I want and we have a deal.
TheCollector_Recipes_Title_AtlsJump	Make jumpy ATLS shoot	TheCollector_Recipes_Desc_AtlsJump	Find very fun piece to add to big human suit that let you jump very high. Now you shoot and jump. Exciting.\n\nIf you want, bring me these to <EM4>~mission(destination|ListAll)</EM4>. Will make.\n\nWikelo
TheCollector_Recipes_Title_AtlsPew	Make ATLS shoot	TheCollector_Recipes_Desc_AtlsPew	Hello. Know you human like strange metal suit. How about metal suit with ikti? Sorry, ikti is Banu word, you call it 'gun.' \n\nIf want, bring things I say and I will make for you. Gun will shoot. Cause many damage.\n\nBye.
TheCollector_Recipes_Title_Battle	Test Armor	TheCollector_Recipes_Desc_Battle	Bring me armor and other things and I give you special test armor. First version. Very special. Bring and I give. Bye.
TheCollector_Recipes_Title_BigBooma	Curious Weapon	TheCollector_Recipes_Desc_BigBooma	Wikelo find very strange but functional weapon while wandering through your systems. It very simple but very effective. If you bring me things, I show you what I do to it.\n\nVery fun.
TheCollector_Recipes_Title_Bino	Want Better Eyes?	TheCollector_Recipes_Desc_Bino	Wikelo has best eyes for seeing far away. I give to you if you give me
TheCollector_Recipes_Title_F55	F55 Look Better	TheCollector_Recipes_Desc_F55	Sometimes you shoot people, but if you are last thing they see before dead gun should look amazing, right? Wikelo will make your gun look much better. Bring me items I need and then I give you the gun. Bye.
TheCollector_Recipes_Title_GMNI_Shotgun	Red Fight Shotgun	TheCollector_Recipes_Desc_GMNI_Shotgun	Shooting can be messy. Red Human Blood everywhere. Not a problem with this shotgun. Splashes blends right in! I give it to you if you give me everything I want on list. Good trade.
TheCollector_Recipes_Title_HeavyUtil	Shiny Builder Suit	TheCollector_Recipes_Desc_HeavyUtil	You need utility suit. Good for work. If you like, Wikelo can make shinier. Look real good. See what Wikelo need and bring.
TheCollector_Recipes_Title_Hush	Hide Snow Suit	TheCollector_Recipes_Desc_Hush	You want be hidden. Wikelo understand. Not ask questions why. But what do when you in snow? Wikelo have suit for that.\n\nWelcome.
TheCollector_Recipes_Title_IrrArm	Make glowy armor	TheCollector_Recipes_Desc_IrrArm	Wikelo had exciting idea during brief work rest. Was thinking about the little glow worms in Pyro and saw armor get changed to look like.\n\nIf you get me parts, bring to <EM4>~mission(destination|ListAll)</EM4> and will make for you then you can glow too.\n\nBye.
TheCollector_Recipes_Title_KopSkull	Fun Kopion Skull Gun	TheCollector_Recipes_Desc_KopSkull	Hello. Can make fun change to gun if you want. Use kopion skin for pattern and little skull dangle. Very effective. Shoot much better.\n\nAll you need is bring me parts to <EM4>~mission(destination|ListAll)</EM4> and will make. \n\nBye.
TheCollector_Recipes_Title_KopTooth	Fun Kopion Tooth Gun	TheCollector_Recipes_Desc_KopTooth	Hello. Can make fun change to gun if you want. If you no like saying it not baby skull, have other choice. Use kopion skin for pattern but use tooth instead dangle. Still effective and shoot better.\n\nBring parts to <EM4>~mission(destination|ListAll)</EM4> and will make. \n\nBye.
TheCollector_Recipes_Title_L22Wolf	Extra Special Wolf	TheCollector_Recipes_Desc_L22Wolf	Wikelo very excited. Have idea for new material. But making it is most tricky. Very complicated. Need help fabricating a test sample. I give you blueprint, you make, bring to me, and I will trade. Give you extra special L-22 Wolf. Very powerful, very wolf.
TheCollector_Recipes_Title_LotsOfZipZap	Heavy VOLT Zapper	TheCollector_Recipes_Desc_LotsOfZipZap	You need useful weapon. Yes, yes, understand. Wikelo make useful weapon more beautiful too. You see things I need. You bring? I do.\n\nBye.
TheCollector_Recipes_Title_MiltSkull	Fun Military Skull Gun	TheCollector_Recipes_Desc_MiltSkull	Hello. Can do version of gun if you kopion soldier. Make material like soldier camouflage but with dead skull on front. Gun shoot better too.\n\nIf want, bring part to <EM4>~mission(destination|ListAll)</EM4> and will make.
TheCollector_Recipes_Title_MiltTooth	Fun Military Tooth Gun	TheCollector_Recipes_Desc_MiltTooth	Wikelo here with another way to play with type of gun. Make look like more of your soldier gun, but with kopion tooth dangle. Very nasty indeed.\n\nIf want, bring part to <EM4>~mission(destination|ListAll)</EM4> and will make.\n\nBye.
TheCollector_Recipes_Title_Molten	Do Lava Suit	TheCollector_Recipes_Desc_Molten	If you have armor, Wikelo can make it look warm. Good look for useful armor. Bring me things and will do.
TheCollector_Recipes_Title_NoneAR	Your Best Shot 	TheCollector_Recipes_Desc_NoneAR	This rifle is very good at shooting, but could have nicer design. Wikelo fix. Looks very nice now. Give to you for trade. Bring me things, I give you rifle. Even give you blueprint if you need.
TheCollector_Recipes_Title_NonePistol	Hot Shot	TheCollector_Recipes_Desc_NonePistol	You need a good weapon, yes? Have one for you. Small but powerful. Like an extra spicy balalu pepper. Wikelo make this pistol look extra spicy too. You bring things I need and I do a trade.\n\nBye.
TheCollector_Recipes_Title_RedHunterArmor	Red Fight Armor	TheCollector_Recipes_Desc_RedHunterArmor	Wikelo hear that Humans think red is the color of passion and anger. This armor good for both. You give me items on list and this red armor is yours.
TheCollector_Recipes_Title_SandArmour	Armor with horn and string	TheCollector_Recipes_Desc_SandArmour	Hello, know many humans want saldynium for regen problem. Credits good, yes, but Wikelo can use that, kopion horn, and other things to make special armor. \n\nOnce done, you be very tough. Very scary.\n\nYou see items needed. Bring to <EM4>~mission(destination|ListAll)</EM4> and I make for you.\n\nBye.
TheCollector_Recipes_Title_SlimyLMG	Yormandi Gun	TheCollector_Recipes_Desc_SlimyLMG	This gun has picture of amazing creature on side. Use it and it make you big and strong like Yormandi. Spit lightning. Bring my items and then you get it. Bye.
TheCollector_Recipes_Title_SpikeyArmor	Armor with Vanduul	TheCollector_Recipes_Desc_SpikeyArmor	Vanduul have strange ways. I never talk to them, old souli used to, but not Wikelo. Anyway, though not friendly, they make interesting thing. If you like, Wikelo can make you look more like.\n\nBring things. Will do.\n\nBye.
TheCollector_Recipes_Title_VGLflightsuit	Suit Up Take Off	TheCollector_Recipes_Desc_VGLflightsuit	Ships have big windows. Everyone can see you flying. You should look the best. Wikelo has very good flight suit for you. Do trade, bring me what I need and Wikelo give suit. Give blueprint as well if you do not have. 
TheCollector_Recipes_Title_VoltThwack	Make VOLT shotgun angrier	TheCollector_Recipes_Desc_VoltThwack	You feel like gun not angry enough? VOLT shotgun very powerful, very dangerous, but not scary? Bring to me. Can make very scary and angry.\n\nThey respect you then. Bring to <EM4>~mission(destination|ListAll)</EM4> and we make.\n\nBye.
TheCollector_Recipes_Title_ZipZap	Snow Snipe	TheCollector_Recipes_Desc_ZipZap	Want to shoot long away and stay hiding. But it snowing? Wikelo have gun for you.\n\nBring things. I give.\n\nBye.
TheCollector_Ships_Anvil_Asgard_Title	Asgard Fight Mod		
TheCollector_Ships_ARGO_Raft_Title	Ready for RAFT? 		
TheCollector_Ships_Constellation_Taurus_TItle	Want Taurus ship		
TheCollector_Ships_Crusader_A2_Title	Starlifter A2 War Mod		
TheCollector_Ships_Drake_Golem_Title	Golem Rocks		
TheCollector_Ships_F7_MK2_TItle	Wikelo Navy F7		
TheCollector_Ships_F8C_Milt_TItle	F8 War Mod		
TheCollector_Ships_F8C_Stealth_TItle	Sneaky Stabber		
TheCollector_Ships_Firebird_TItle	Firebird Mod		
TheCollector_Ships_Fortune_Indus_TItle	Fortune ship for you		
TheCollector_Ships_Guardian_TItle	Guardian Fight Mod		
TheCollector_Ships_GuardianMX_Title	Guardian WiK-X		
TheCollector_Ships_GuardianQI_TItle	Guardian take down ship		
TheCollector_Ships_Idris_Title	Special Idris For Killing		
TheCollector_Ships_Intrepid_TItle	Upgrade Intrepid		
TheCollector_Ships_Kruger_Wolf_Title	Where Wolf? Here Wolf		
TheCollector_Ships_Meteor_Title	RSI Meteor Mod		
TheCollector_Ships_MISC_Prospector_Title	Prospects Look Good		
TheCollector_Ships_Nox_TItle	Noxy Mod		
TheCollector_Ships_Peregrine_TItle	Peregrine Wikelo Mod		
TheCollector_Ships_Prowler_Util_Title	Prowler More Utility		
TheCollector_Ships_Pulse_TItle	Pulse Plus		
TheCollector_Ships_Scorpius_TItle	Build a Mod Scorpius		
TheCollector_Ships_Spirit_C1_TItle	Spirit Cargo mod		
TheCollector_Ships_Starfighter_Inferno_Title	Starfighter Inferno Special		
TheCollector_Ships_Starfighter_Ion_Title	Sneaky Starfighter Ion		
TheCollector_Ships_Starlancer_ATC_Title	New Move Big Starlancer Ship		
TheCollector_Ships_Starlift_Max_TItle	More than a Max		
TheCollector_Ships_Terrapin_Medic_Title	What is Terrapin?		
TheCollector_Ships_Ursa_TItle	Make a Ursa Mod		
TheCollector_Ships_Wolf_Unique_Title	Most Special Wolf		
TheCollector_Ships_ZeusCL_TItle	Zeus Cargo Special		
TheCollector_Ships_ZeusES_TItle	Zeus Special		
TheCollector_Trade_GG_Coda_Name	Fix up Coda gun		
TheCollector_Trade_GG_ExpolrationSuit_Name	Walk in danger. Look good.		
TheCollector_Trade_GG_Karna_Name	Prettify Karna Gun		
TheCollector_Trade_GG_S71_Name	Built on S71 rifle		
TheCollector_Trade_GG_VentureSuilt_Name	Adventure a A-Venture		
TheCollector_Trade_GG_XanthuleSuit_Name	Xi'an Xanthule Suit made better		
Tutorial01_MissionTitle	Tutorial - Your First Steps	Tutorial01_MissionDesc	Congratulations on taking your first steps into the universe!\n\nOver the course of this tutorial, you’ll learn how to get around both on foot and in space. \n\nFirst up is helping you familiarize yourself with some basic movement controls and the use of your mobiGlas while still inside your “Hab” (or habitation). Follow the objectives and hints on your HUD (heads-up display) to proceed through this mission.
Tutorial02_MissionTitle	Tutorial - Your First Outing	Tutorial02_MissionDesc	Well done!\n\nWith the first part behind you, you should now have some basic familiarity with the movement controls, managing your hunger and thirst, and some of the core functionality of your mobiGlas – namely the Contract Manager and your Journal.\n\nThis next section will help you familiarize yourself with ~mission(Location|Name) and take you to visit ~mission(StoreName), a weapons store here in ~mission(Location|Name).\n\nYou can shop there, and at other stores like it, using United Earth Credits (UEC). During the Alpha phase of Star Citizen’s development, we will be using a currency called aUEC (Alpha United Earth Credits). This is a temporary currency specifically designed for testing the in-game economy and balance.  
Tutorial03_MissionTitle	Tutorial - Your First Flight	Tutorial03_MissionDesc	You’re almost through with the tutorial. All that remains is to take flight!\n\nWith your business in ~mission(Location|Name) finished, it’s time to leave the city – and eventually the planet. Make your way to the ~mission(TransitNameShort) transit shuttles. These shuttles can take you all around ~mission(Location|Name) – but your destination is the spaceport, where an Anvil C8 Pisces has been temporarily provided for you.\n\nThis snub scouting ship is a great starter vessel, perfect for new pilots looking to get their wings.
